2018-09-24T17:56:26.813Z: listening on port 8000
2018-09-24T18:17:40.889Z: listening on port 8000
2018-09-24T18:37:12.082Z: listening on port 8000
2018-09-24T18:37:55.483Z: User of type 0 with id lW88NX8nrWPLuo1yAAAA connected
2018-09-24T18:37:55.484Z: Current number of kinect clients connected: 1
2018-09-24T18:38:13.870Z: User of type 0 with id lW88NX8nrWPLuo1yAAAA disconnected
2018-09-24T18:38:13.870Z: Current number of kinect clients connected: 0
2018-09-24T18:38:14.739Z: User of type 0 with id WbP4IuYW2F2f-60rAAAB connected
2018-09-24T18:38:14.739Z: Current number of kinect clients connected: 1
2018-09-24T18:38:18.360Z: User of type 0 with id WbP4IuYW2F2f-60rAAAB disconnected
2018-09-24T18:38:18.362Z: Current number of kinect clients connected: 0
2018-09-24T18:46:53.040Z: User of type 0 with id mnHOcQG2KbQFvcf4AAAC connected
2018-09-24T18:46:53.041Z: Current number of kinect clients connected: 1
2018-09-24T18:47:04.582Z: User of type 1 with id W59O5wjGDDNI3Wk7AAAD connected
2018-09-24T18:47:12.458Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:12.509Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:12.559Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:12.609Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:12.660Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:12.710Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:12.760Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:12.810Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:12.860Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:12.909Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:12.960Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:13.010Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:13.061Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:13.110Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:13.160Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:13.211Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:13.261Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:13.311Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:13.361Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:13.412Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:13.463Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:13.513Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:13.563Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:13.614Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:13.664Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:13.714Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:13.764Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:13.814Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:13.864Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:13.915Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:13.965Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:14.015Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:14.065Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:14.114Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:14.165Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:14.214Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:14.265Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:14.314Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:14.365Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:14.415Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:14.466Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:14.516Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:14.566Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:14.617Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:14.667Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:14.717Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:14.767Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:14.817Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:14.869Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:14.919Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:14.969Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:15.018Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:15.070Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:15.119Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:15.170Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:15.219Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:15.270Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:15.320Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:15.370Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:15.420Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:15.469Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:15.520Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:15.571Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:15.621Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:15.671Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:15.720Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:15.770Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:15.820Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:15.871Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:15.921Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:15.971Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:16.021Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:16.072Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:16.123Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:16.173Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:16.223Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:16.275Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:16.325Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:16.375Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:16.426Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:16.476Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:16.527Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:16.577Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:16.627Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:16.676Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:16.727Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:16.778Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:16.829Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:16.880Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:16.930Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:16.980Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:17.031Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:17.081Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:17.131Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:17.182Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:17.231Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:17.282Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:17.332Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:17.382Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:17.450Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:17.484Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:17.545Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:17.584Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:17.634Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:17.684Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:17.734Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:17.784Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:17.837Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:17.885Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:17.936Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:17.986Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:18.037Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:18.087Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:18.137Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:18.188Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:18.239Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:18.289Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:18.340Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:18.390Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:18.446Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:18.497Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:18.546Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:18.596Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:18.649Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:18.696Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:18.747Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:18.796Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:18.846Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:18.897Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:18.947Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:18.998Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:19.048Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:19.098Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:19.153Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:19.200Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:19.249Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:19.300Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:19.349Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:19.400Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:19.450Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:19.500Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:19.551Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:19.601Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:19.651Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:19.701Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:19.753Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:19.803Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:19.853Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:19.905Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:19.954Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:20.005Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:20.055Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:20.107Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:20.165Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:20.214Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:20.263Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:20.313Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:20.363Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:20.414Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:20.464Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:20.513Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:20.563Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:20.614Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:20.663Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:20.714Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:20.765Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:20.815Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:20.866Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:20.915Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:20.967Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:21.016Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:21.066Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:21.117Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:21.167Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:21.217Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:21.268Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:21.318Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:21.369Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:21.419Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:21.470Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:21.521Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:21.571Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:21.622Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:21.672Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:21.728Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:21.772Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:21.822Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:21.873Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:21.923Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:21.973Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:22.023Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:22.080Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:22.131Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:22.180Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:22.229Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:22.282Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:22.330Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:22.382Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:22.430Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:22.480Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:22.530Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:22.581Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:22.634Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:22.681Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:22.733Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:22.783Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:22.833Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:22.883Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:22.933Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:22.983Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:23.033Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:23.083Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:23.134Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:23.184Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:23.234Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:23.284Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:23.334Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:23.384Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:23.434Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:23.484Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:23.534Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:23.584Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:23.634Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:23.684Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:23.735Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:23.784Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:23.834Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:23.885Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:23.935Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:23.986Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:24.036Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:24.086Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:24.137Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:24.187Z: Web Client - current number of kinects received: 1
2018-09-24T18:47:24.237Z: Web Client - current number of kinects received: 1
